,carrier_name,date,number_seats,weighted_seats,origin_City,origin_State,origin_airport,dest_City,dest_State,dest_airport
2553,Trans States Airlines (New code),3/27/20,76,60.16692,Chicago,IL,ORD,Cleveland,OH,CLE
2554,ExpressJet Airlines (ASA),3/27/20,50,39.5835,Chicago,IL,ORD,Cleveland,OH,CLE
2555,GoJet Airlines,3/27/20,50,39.5835,Chicago,IL,ORD,Cleveland,OH,CLE
2556,Skywest Airlines,3/28/20,50,39.5835,Chicago,IL,ORD,Cleveland,OH,CLE
2557,Republic Airline,3/28/20,50,39.5835,Chicago,IL,ORD,Cleveland,OH,CLE
2558,Air Wisconsin Airlines Corp,3/28/20,50,39.5835,Chicago,IL,ORD,Cleveland,OH,CLE
2559,GoJet Airlines,3/28/20,50,39.5835,Chicago,IL,ORD,Cleveland,OH,CLE
2560,ExpressJet Airlines (ASA),3/29/20,50,39.5835,Chicago,IL,ORD,Cleveland,OH,CLE
2561,GoJet Airlines,3/29/20,50,39.5835,Chicago,IL,ORD,Cleveland,OH,CLE
2562,ExpressJet Airlines (ASA),3/30/20,50,39.5835,Chicago,IL,ORD,Cleveland,OH,CLE
2563,GoJet Airlines,3/30/20,50,39.5835,Chicago,IL,ORD,Cleveland,OH,CLE
2564,JetBlue Airways,3/21/20,166,142.67036000000002,Fort Myers,FL,RSW,Cleveland,OH,CLE
2565,JetBlue Airways,3/21/20,182,156.42172,Fort Myers,FL,RSW,Cleveland,OH,CLE
2566,JetBlue Airways,3/22/20,186,159.85956000000002,Fort Myers,FL,RSW,Cleveland,OH,CLE
2567,JetBlue Airways,3/22/20,166,142.67036000000002,Fort Myers,FL,RSW,Cleveland,OH,CLE
2568,JetBlue Airways,3/22/20,182,156.42172,Fort Myers,FL,RSW,Cleveland,OH,CLE
2569,JetBlue Airways,3/22/20,230,197.6758,Fort Myers,FL,RSW,Cleveland,OH,CLE
2570,JetBlue Airways,3/23/20,166,142.67036000000002,Fort Myers,FL,RSW,Cleveland,OH,CLE
2571,JetBlue Airways,3/23/20,182,156.42172,Fort Myers,FL,RSW,Cleveland,OH,CLE
2572,JetBlue Airways,3/24/20,186,159.85956000000002,Fort Myers,FL,RSW,Cleveland,OH,CLE
2573,JetBlue Airways,3/24/20,166,142.67036000000002,Fort Myers,FL,RSW,Cleveland,OH,CLE
2574,JetBlue Airways,3/24/20,182,156.42172,Fort Myers,FL,RSW,Cleveland,OH,CLE
2575,JetBlue Airways,3/24/20,230,197.6758,Fort Myers,FL,RSW,Cleveland,OH,CLE
2576,JetBlue Airways,3/25/20,166,142.67036000000002,Fort Myers,FL,RSW,Cleveland,OH,CLE
2577,JetBlue Airways,3/25/20,166,142.67036000000002,Fort Myers,FL,RSW,Cleveland,OH,CLE
2578,JetBlue Airways,3/25/20,182,156.42172,Fort Myers,FL,RSW,Cleveland,OH,CLE
2579,JetBlue Airways,3/25/20,182,156.42172,Fort Myers,FL,RSW,Cleveland,OH,CLE
2580,JetBlue Airways,3/26/20,186,159.85956000000002,Fort Myers,FL,RSW,Cleveland,OH,CLE
2581,JetBlue Airways,3/26/20,186,159.85956000000002,Fort Myers,FL,RSW,Cleveland,OH,CLE
2582,JetBlue Airways,3/26/20,166,142.67036000000002,Fort Myers,FL,RSW,Cleveland,OH,CLE
2583,JetBlue Airways,3/26/20,166,142.67036000000002,Fort Myers,FL,RSW,Cleveland,OH,CLE
2584,JetBlue Airways,3/26/20,182,156.42172,Fort Myers,FL,RSW,Cleveland,OH,CLE
2585,JetBlue Airways,3/26/20,182,156.42172,Fort Myers,FL,RSW,Cleveland,OH,CLE
2586,JetBlue Airways,3/26/20,230,197.6758,Fort Myers,FL,RSW,Cleveland,OH,CLE
2587,JetBlue Airways,3/26/20,230,197.6758,Fort Myers,FL,RSW,Cleveland,OH,CLE
2588,JetBlue Airways,3/27/20,166,142.67036000000002,Fort Myers,FL,RSW,Cleveland,OH,CLE
2589,JetBlue Airways,3/27/20,166,142.67036000000002,Fort Myers,FL,RSW,Cleveland,OH,CLE
2590,JetBlue Airways,3/27/20,182,156.42172,Fort Myers,FL,RSW,Cleveland,OH,CLE
2591,JetBlue Airways,3/27/20,182,156.42172,Fort Myers,FL,RSW,Cleveland,OH,CLE
2592,JetBlue Airways,3/28/20,166,142.67036000000002,Fort Myers,FL,RSW,Cleveland,OH,CLE
2593,JetBlue Airways,3/28/20,182,156.42172,Fort Myers,FL,RSW,Cleveland,OH,CLE
2594,JetBlue Airways,3/29/20,186,159.85956000000002,Fort Myers,FL,RSW,Cleveland,OH,CLE
2595,JetBlue Airways,3/29/20,166,142.67036000000002,Fort Myers,FL,RSW,Cleveland,OH,CLE
2596,JetBlue Airways,3/29/20,182,156.42172,Fort Myers,FL,RSW,Cleveland,OH,CLE
2597,JetBlue Airways,3/29/20,230,197.6758,Fort Myers,FL,RSW,Cleveland,OH,CLE
2598,JetBlue Airways,3/30/20,166,142.67036000000002,Fort Myers,FL,RSW,Cleveland,OH,CLE
2599,JetBlue Airways,3/30/20,182,156.42172,Fort Myers,FL,RSW,Cleveland,OH,CLE
2600,JetBlue Airways,3/31/20,186,159.85956000000002,Fort Myers,FL,RSW,Cleveland,OH,CLE
2601,JetBlue Airways,3/31/20,166,142.67036000000002,Fort Myers,FL,RSW,Cleveland,OH,CLE
2602,JetBlue Airways,3/31/20,182,156.42172,Fort Myers,FL,RSW,Cleveland,OH,CLE
2603,JetBlue Airways,3/31/20,230,197.6758,Fort Myers,FL,RSW,Cleveland,OH,CLE
2604,American Airlines,3/20/20,100,85.876,Boston,MA,BOS,Charlotte,NC,CLT
2605,American Airlines,3/21/20,100,85.876,Boston,MA,BOS,Charlotte,NC,CLT
2606,American Airlines,3/22/20,100,85.876,Boston,MA,BOS,Charlotte,NC,CLT
2607,American Airlines,3/23/20,100,85.876,Boston,MA,BOS,Charlotte,NC,CLT
2608,American Airlines,3/24/20,100,85.876,Boston,MA,BOS,Charlotte,NC,CLT
2609,American Airlines,3/25/20,100,85.876,Boston,MA,BOS,Charlotte,NC,CLT
2610,American Airlines,3/26/20,100,85.876,Boston,MA,BOS,Charlotte,NC,CLT
2611,Southwest Airlines Co.,3/22/20,187,172.40652,Denver,CO,DEN,Charlotte,NC,CLT
2612,Southwest Airlines Co.,3/22/20,150,138.29399999999998,Denver,CO,DEN,Charlotte,NC,CLT
2613,Southwest Airlines Co.,3/23/20,187,172.40652,Denver,CO,DEN,Charlotte,NC,CLT
2614,Southwest Airlines Co.,3/24/20,187,172.40652,Denver,CO,DEN,Charlotte,NC,CLT
2615,Southwest Airlines Co.,3/24/20,150,138.29399999999998,Denver,CO,DEN,Charlotte,NC,CLT
2616,Southwest Airlines Co.,3/25/20,187,172.40652,Denver,CO,DEN,Charlotte,NC,CLT
2617,Southwest Airlines Co.,3/26/20,187,172.40652,Denver,CO,DEN,Charlotte,NC,CLT
2618,Southwest Airlines Co.,3/26/20,150,138.29399999999998,Denver,CO,DEN,Charlotte,NC,CLT
2619,Southwest Airlines Co.,3/27/20,187,172.40652,Denver,CO,DEN,Charlotte,NC,CLT
2620,Southwest Airlines Co.,3/27/20,150,138.29399999999998,Denver,CO,DEN,Charlotte,NC,CLT
2621,Southwest Airlines Co.,3/28/20,187,172.40652,Denver,CO,DEN,Charlotte,NC,CLT
2622,Southwest Airlines Co.,3/28/20,150,138.29399999999998,Denver,CO,DEN,Charlotte,NC,CLT
2623,American Airlines,4/1/20,187,172.8628,Denver,CO,DEN,Charlotte,NC,CLT
2624,American Airlines,4/1/20,187,172.8628,Denver,CO,DEN,Charlotte,NC,CLT
2625,American Airlines,4/1/20,150,138.66,Denver,CO,DEN,Charlotte,NC,CLT
2626,American Airlines,4/1/20,76,70.2544,Denver,CO,DEN,Charlotte,NC,CLT
2627,American Airlines,4/2/20,187,172.8628,Denver,CO,DEN,Charlotte,NC,CLT
2628,American Airlines,4/2/20,187,172.8628,Denver,CO,DEN,Charlotte,NC,CLT
2629,American Airlines,4/2/20,76,70.2544,Denver,CO,DEN,Charlotte,NC,CLT
2630,American Airlines,4/3/20,187,172.8628,Denver,CO,DEN,Charlotte,NC,CLT
2631,American Airlines,4/3/20,187,172.8628,Denver,CO,DEN,Charlotte,NC,CLT
2632,American Airlines,4/3/20,76,70.2544,Denver,CO,DEN,Charlotte,NC,CLT
2633,American Airlines,4/4/20,160,147.904,Denver,CO,DEN,Charlotte,NC,CLT
2634,American Airlines,4/4/20,187,172.8628,Denver,CO,DEN,Charlotte,NC,CLT
2635,American Airlines,4/4/20,76,70.2544,Denver,CO,DEN,Charlotte,NC,CLT
2636,American Airlines,4/5/20,187,172.8628,Denver,CO,DEN,Charlotte,NC,CLT
2637,American Airlines,4/5/20,76,70.2544,Denver,CO,DEN,Charlotte,NC,CLT
2638,American Airlines,4/6/20,187,172.8628,Denver,CO,DEN,Charlotte,NC,CLT
2639,American Airlines,4/6/20,187,172.8628,Denver,CO,DEN,Charlotte,NC,CLT
2640,American Airlines,4/6/20,76,70.2544,Denver,CO,DEN,Charlotte,NC,CLT
2641,American Airlines,4/7/20,187,172.8628,Denver,CO,DEN,Charlotte,NC,CLT
2642,American Airlines,4/7/20,187,172.8628,Denver,CO,DEN,Charlotte,NC,CLT
2643,American Airlines,4/7/20,76,70.2544,Denver,CO,DEN,Charlotte,NC,CLT
2644,American Airlines,3/23/20,187,158.8004,Dallas,TX,DFW,Charlotte,NC,CLT
2645,American Airlines,3/23/20,187,158.8004,Dallas,TX,DFW,Charlotte,NC,CLT
2646,American Airlines,3/23/20,187,158.8004,Dallas,TX,DFW,Charlotte,NC,CLT
2647,American Airlines,3/23/20,160,135.872,Dallas,TX,DFW,Charlotte,NC,CLT
2648,American Airlines,3/24/20,187,158.8004,Dallas,TX,DFW,Charlotte,NC,CLT
2649,American Airlines,3/24/20,187,158.8004,Dallas,TX,DFW,Charlotte,NC,CLT
2650,American Airlines,3/24/20,187,158.8004,Dallas,TX,DFW,Charlotte,NC,CLT
2651,American Airlines,3/24/20,160,135.872,Dallas,TX,DFW,Charlotte,NC,CLT
2652,American Airlines,3/25/20,187,158.8004,Dallas,TX,DFW,Charlotte,NC,CLT
2653,American Airlines,3/25/20,187,158.8004,Dallas,TX,DFW,Charlotte,NC,CLT
2654,American Airlines,3/25/20,187,158.8004,Dallas,TX,DFW,Charlotte,NC,CLT
2655,American Airlines,3/25/20,160,135.872,Dallas,TX,DFW,Charlotte,NC,CLT
2656,American Airlines,3/26/20,187,158.8004,Dallas,TX,DFW,Charlotte,NC,CLT
2657,American Airlines,3/26/20,187,158.8004,Dallas,TX,DFW,Charlotte,NC,CLT
2658,American Airlines,3/26/20,187,158.8004,Dallas,TX,DFW,Charlotte,NC,CLT
2659,American Airlines,3/26/20,160,135.872,Dallas,TX,DFW,Charlotte,NC,CLT
2660,American Airlines,3/27/20,187,158.8004,Dallas,TX,DFW,Charlotte,NC,CLT
2661,American Airlines,3/27/20,187,158.8004,Dallas,TX,DFW,Charlotte,NC,CLT
2662,American Airlines,3/27/20,187,158.8004,Dallas,TX,DFW,Charlotte,NC,CLT
2663,American Airlines,3/27/20,160,135.872,Dallas,TX,DFW,Charlotte,NC,CLT
2664,American Airlines,3/28/20,160,135.872,Dallas,TX,DFW,Charlotte,NC,CLT
2665,American Airlines,3/28/20,187,158.8004,Dallas,TX,DFW,Charlotte,NC,CLT
2666,American Airlines,3/28/20,187,158.8004,Dallas,TX,DFW,Charlotte,NC,CLT
2667,American Airlines,3/28/20,160,135.872,Dallas,TX,DFW,Charlotte,NC,CLT
2668,American Airlines,3/29/20,187,158.8004,Dallas,TX,DFW,Charlotte,NC,CLT
2669,American Airlines,3/29/20,187,158.8004,Dallas,TX,DFW,Charlotte,NC,CLT
2670,American Airlines,3/29/20,187,158.8004,Dallas,TX,DFW,Charlotte,NC,CLT
2671,American Airlines,3/29/20,160,135.872,Dallas,TX,DFW,Charlotte,NC,CLT
2672,United Airlines,3/26/20,70,60.5773,Newark,NJ,EWR,Charlotte,NC,CLT
2673,American Airlines,3/26/20,76,65.76964,Newark,NJ,EWR,Charlotte,NC,CLT
2674,American Airlines,3/26/20,70,60.5773,Newark,NJ,EWR,Charlotte,NC,CLT
2675,United Airlines,3/26/20,70,60.5773,Newark,NJ,EWR,Charlotte,NC,CLT
2676,United Airlines,3/27/20,70,60.5773,Newark,NJ,EWR,Charlotte,NC,CLT
2677,American Airlines,3/27/20,76,65.76964,Newark,NJ,EWR,Charlotte,NC,CLT
2678,American Airlines,3/27/20,70,60.5773,Newark,NJ,EWR,Charlotte,NC,CLT
2679,United Airlines,3/27/20,70,60.5773,Newark,NJ,EWR,Charlotte,NC,CLT
2680,United Airlines,3/28/20,76,65.76964,Newark,NJ,EWR,Charlotte,NC,CLT
2681,American Airlines,3/28/20,70,60.5773,Newark,NJ,EWR,Charlotte,NC,CLT
2682,United Airlines,3/28/20,76,65.76964,Newark,NJ,EWR,Charlotte,NC,CLT
2683,United Airlines,3/29/20,70,60.5773,Newark,NJ,EWR,Charlotte,NC,CLT
2684,American Airlines,3/29/20,70,60.5773,Newark,NJ,EWR,Charlotte,NC,CLT
2685,American Airlines,3/29/20,76,65.76964,Newark,NJ,EWR,Charlotte,NC,CLT
2686,United Airlines,3/30/20,70,60.5773,Newark,NJ,EWR,Charlotte,NC,CLT
2687,American Airlines,3/30/20,70,60.5773,Newark,NJ,EWR,Charlotte,NC,CLT
2688,American Airlines,3/30/20,76,65.76964,Newark,NJ,EWR,Charlotte,NC,CLT
2689,United Airlines,3/30/20,70,60.5773,Newark,NJ,EWR,Charlotte,NC,CLT
2690,United Airlines,3/31/20,70,60.5773,Newark,NJ,EWR,Charlotte,NC,CLT
2691,American Airlines,3/31/20,70,60.5773,Newark,NJ,EWR,Charlotte,NC,CLT
2692,American Airlines,3/31/20,76,65.76964,Newark,NJ,EWR,Charlotte,NC,CLT
2693,United Airlines,3/31/20,70,60.5773,Newark,NJ,EWR,Charlotte,NC,CLT
2694,United Airlines,4/1/20,70,63.308,Newark,NJ,EWR,Charlotte,NC,CLT
2695,American Airlines,4/1/20,76,68.7344,Newark,NJ,EWR,Charlotte,NC,CLT
2696,American Airlines,4/1/20,70,63.308,Newark,NJ,EWR,Charlotte,NC,CLT
2697,ExpressJet Airlines (ASA),3/24/20,128,106.60991999999999,Houston,TX,IAH,Charlotte,NC,CLT
2698,ExpressJet Airlines (ASA),3/24/20,150,124.9335,Houston,TX,IAH,Charlotte,NC,CLT
2699,ExpressJet Airlines (ASA),3/25/20,128,106.60991999999999,Houston,TX,IAH,Charlotte,NC,CLT
2700,ExpressJet Airlines (ASA),3/25/20,150,124.9335,Houston,TX,IAH,Charlotte,NC,CLT
2701,ExpressJet Airlines (ASA),3/26/20,128,106.60991999999999,Houston,TX,IAH,Charlotte,NC,CLT
2702,ExpressJet Airlines (ASA),3/26/20,150,124.9335,Houston,TX,IAH,Charlotte,NC,CLT
2703,ExpressJet Airlines (ASA),3/27/20,128,106.60991999999999,Houston,TX,IAH,Charlotte,NC,CLT
2704,ExpressJet Airlines (ASA),3/27/20,150,124.9335,Houston,TX,IAH,Charlotte,NC,CLT
2705,ExpressJet Airlines (ASA),3/28/20,128,106.60991999999999,Houston,TX,IAH,Charlotte,NC,CLT
2706,ExpressJet Airlines (ASA),3/28/20,150,124.9335,Houston,TX,IAH,Charlotte,NC,CLT
2707,ExpressJet Airlines (ASA),3/29/20,128,106.60991999999999,Houston,TX,IAH,Charlotte,NC,CLT
2708,ExpressJet Airlines (ASA),3/29/20,150,124.9335,Houston,TX,IAH,Charlotte,NC,CLT
2709,ExpressJet Airlines (ASA),3/30/20,128,106.60991999999999,Houston,TX,IAH,Charlotte,NC,CLT
2710,ExpressJet Airlines (ASA),3/30/20,150,124.9335,Houston,TX,IAH,Charlotte,NC,CLT
2711,Endeavor Air,3/20/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2712,Endeavor Air,3/20/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2713,Endeavor Air,3/21/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2714,Endeavor Air,3/21/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2715,Endeavor Air,3/21/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2716,Endeavor Air,3/21/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2717,JetBlue Airways,3/22/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2718,Endeavor Air,3/22/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2719,Endeavor Air,3/22/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2720,Endeavor Air,3/22/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2721,Endeavor Air,3/22/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2722,JetBlue Airways,3/22/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2723,JetBlue Airways,3/23/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2724,JetBlue Airways,3/23/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2725,Endeavor Air,3/23/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2726,Endeavor Air,3/23/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2727,Endeavor Air,3/23/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2728,Endeavor Air,3/23/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2729,Endeavor Air,3/23/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2730,JetBlue Airways,3/23/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2731,JetBlue Airways,3/23/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2732,JetBlue Airways,3/24/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2733,JetBlue Airways,3/24/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2734,Endeavor Air,3/24/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2735,Endeavor Air,3/24/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2736,Endeavor Air,3/24/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2737,Endeavor Air,3/24/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2738,Endeavor Air,3/24/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2739,Endeavor Air,3/24/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2740,Endeavor Air,3/24/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2741,JetBlue Airways,3/24/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2742,JetBlue Airways,3/24/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2743,JetBlue Airways,3/25/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2744,JetBlue Airways,3/25/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2745,JetBlue Airways,3/25/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2746,Endeavor Air,3/25/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2747,Endeavor Air,3/25/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2748,Endeavor Air,3/25/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2749,Endeavor Air,3/25/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2750,Endeavor Air,3/25/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2751,Endeavor Air,3/25/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2752,Endeavor Air,3/25/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2753,JetBlue Airways,3/25/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2754,JetBlue Airways,3/25/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2755,JetBlue Airways,3/25/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2756,JetBlue Airways,3/26/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2757,JetBlue Airways,3/26/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2758,JetBlue Airways,3/26/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2759,Delta Air Lines,3/26/20,160,128.45600000000002,New York,NY,JFK,Charlotte,NC,CLT
2760,Endeavor Air,3/26/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2761,Endeavor Air,3/26/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2762,Endeavor Air,3/26/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2763,Endeavor Air,3/26/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2764,Endeavor Air,3/26/20,160,128.45600000000002,New York,NY,JFK,Charlotte,NC,CLT
2765,Endeavor Air,3/26/20,187,150.13295,New York,NY,JFK,Charlotte,NC,CLT
2766,Endeavor Air,3/26/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2767,Endeavor Air,3/26/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2768,Endeavor Air,3/26/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2769,JetBlue Airways,3/26/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2770,JetBlue Airways,3/26/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2771,JetBlue Airways,3/26/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2772,JetBlue Airways,3/27/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2773,JetBlue Airways,3/27/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2774,JetBlue Airways,3/27/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2775,Delta Air Lines,3/27/20,160,128.45600000000002,New York,NY,JFK,Charlotte,NC,CLT
2776,Endeavor Air,3/27/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2777,Endeavor Air,3/27/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2778,Endeavor Air,3/27/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2779,Endeavor Air,3/27/20,160,128.45600000000002,New York,NY,JFK,Charlotte,NC,CLT
2780,Endeavor Air,3/27/20,187,150.13295,New York,NY,JFK,Charlotte,NC,CLT
2781,Endeavor Air,3/27/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2782,Endeavor Air,3/27/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2783,JetBlue Airways,3/27/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2784,JetBlue Airways,3/27/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2785,JetBlue Airways,3/27/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2786,JetBlue Airways,3/28/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2787,JetBlue Airways,3/28/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2788,JetBlue Airways,3/28/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2789,Delta Air Lines,3/28/20,160,128.45600000000002,New York,NY,JFK,Charlotte,NC,CLT
2790,Endeavor Air,3/28/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2791,Endeavor Air,3/28/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2792,Endeavor Air,3/28/20,160,128.45600000000002,New York,NY,JFK,Charlotte,NC,CLT
2793,Endeavor Air,3/28/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2794,JetBlue Airways,3/28/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2795,JetBlue Airways,3/28/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2796,JetBlue Airways,3/28/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2797,JetBlue Airways,3/29/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2798,JetBlue Airways,3/29/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2799,Delta Air Lines,3/29/20,160,128.45600000000002,New York,NY,JFK,Charlotte,NC,CLT
2800,Endeavor Air,3/29/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2801,Endeavor Air,3/29/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2802,Endeavor Air,3/29/20,160,128.45600000000002,New York,NY,JFK,Charlotte,NC,CLT
2803,Endeavor Air,3/29/20,160,128.45600000000002,New York,NY,JFK,Charlotte,NC,CLT
2804,Endeavor Air,3/29/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2805,JetBlue Airways,3/29/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2806,JetBlue Airways,3/29/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2807,JetBlue Airways,3/30/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2808,Delta Air Lines,3/30/20,160,128.45600000000002,New York,NY,JFK,Charlotte,NC,CLT
2809,Endeavor Air,3/30/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2810,Endeavor Air,3/30/20,160,128.45600000000002,New York,NY,JFK,Charlotte,NC,CLT
2811,Endeavor Air,3/30/20,187,150.13295,New York,NY,JFK,Charlotte,NC,CLT
2812,Endeavor Air,3/30/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2813,JetBlue Airways,3/30/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2814,JetBlue Airways,3/31/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2815,Delta Air Lines,3/31/20,160,128.45600000000002,New York,NY,JFK,Charlotte,NC,CLT
2816,Endeavor Air,3/31/20,160,128.45600000000002,New York,NY,JFK,Charlotte,NC,CLT
2817,Endeavor Air,3/31/20,187,150.13295,New York,NY,JFK,Charlotte,NC,CLT
2818,JetBlue Airways,3/31/20,110,88.3135,New York,NY,JFK,Charlotte,NC,CLT
2819,Delta Air Lines,4/1/20,160,138.9584,New York,NY,JFK,Charlotte,NC,CLT
2820,Endeavor Air,4/1/20,160,138.9584,New York,NY,JFK,Charlotte,NC,CLT
2821,Endeavor Air,4/1/20,187,162.40763,New York,NY,JFK,Charlotte,NC,CLT
2822,Skywest Airlines,3/20/20,187,147.27746000000002,New York,NY,LGA,Charlotte,NC,CLT
2823,Skywest Airlines,3/20/20,187,147.27746000000002,New York,NY,LGA,Charlotte,NC,CLT
2824,Republic Airline,3/20/20,150,118.137,New York,NY,LGA,Charlotte,NC,CLT
2825,Endeavor Air,3/20/20,160,126.0128,New York,NY,LGA,Charlotte,NC,CLT
2826,Endeavor Air,3/20/20,160,126.0128,New York,NY,LGA,Charlotte,NC,CLT
2827,Skywest Airlines,3/21/20,187,147.27746000000002,New York,NY,LGA,Charlotte,NC,CLT
2828,Skywest Airlines,3/21/20,160,126.0128,New York,NY,LGA,Charlotte,NC,CLT
2829,Endeavor Air,3/21/20,187,147.27746000000002,New York,NY,LGA,Charlotte,NC,CLT
2830,Skywest Airlines,3/22/20,187,147.27746000000002,New York,NY,LGA,Charlotte,NC,CLT
2831,Skywest Airlines,3/22/20,187,147.27746000000002,New York,NY,LGA,Charlotte,NC,CLT
2832,Republic Airline,3/22/20,150,118.137,New York,NY,LGA,Charlotte,NC,CLT
2833,Endeavor Air,3/22/20,187,147.27746000000002,New York,NY,LGA,Charlotte,NC,CLT
2834,Endeavor Air,3/22/20,160,126.0128,New York,NY,LGA,Charlotte,NC,CLT
2835,Skywest Airlines,3/23/20,187,147.27746000000002,New York,NY,LGA,Charlotte,NC,CLT
2836,Skywest Airlines,3/23/20,187,147.27746000000002,New York,NY,LGA,Charlotte,NC,CLT
