origin_airport,dest_airport,carrier_name,date,number_seats,weighted_seats
ORD,HNL,American Eagle Airlines (Envoy Air),3/29/20,226,192.9927
ORD,HNL,American Eagle Airlines (Envoy Air),3/30/20,226,192.9927
ORD,JAC,American Eagle Airlines (Envoy Air),3/24/20,128,94.49728
ORD,JAC,American Eagle Airlines (Envoy Air),3/25/20,128,94.49728
ORD,MTJ,Skywest Airlines,3/24/20,76,58.96992
ORD,MTJ,Skywest Airlines,3/25/20,76,58.96992
ORD,MYR,Skywest Airlines,3/24/20,182,177.359
ORD,MYR,Skywest Airlines,3/25/20,182,177.359
ORD,MYR,Skywest Airlines,3/26/20,182,177.359
ORD,MYR,Skywest Airlines,3/27/20,182,177.359
ORD,MYR,Skywest Airlines,3/28/20,182,177.359
ORD,MYR,Skywest Airlines,3/29/20,182,177.359
ORD,MYR,Skywest Airlines,3/30/20,182,177.359
ORD,PNS,United Airlines,3/28/20,76,68.4836
ORD,PSP,ExpressJet Airlines (ASA),3/24/20,160,148.5856
ORD,PSP,ExpressJet Airlines (ASA),3/25/20,160,148.5856
ORD,PSP,ExpressJet Airlines (ASA),3/26/20,160,148.5856
ORD,PSP,ExpressJet Airlines (ASA),3/27/20,160,148.5856
ORD,PSP,ExpressJet Airlines (ASA),3/28/20,160,148.5856
ORD,PSP,ExpressJet Airlines (ASA),3/29/20,160,148.5856
ORD,PSP,ExpressJet Airlines (ASA),3/30/20,160,148.5856
ORD,SJU,United Airlines,3/24/20,160,151.584
ORD,SJU,United Airlines,3/25/20,160,151.584
ORD,SJU,United Airlines,3/26/20,160,151.584
ORD,SJU,United Airlines,3/27/20,160,151.584
ORD,SJU,United Airlines,3/28/20,160,151.584
ORD,SJU,United Airlines,3/28/20,160,151.584
ORD,SJU,United Airlines,3/29/20,160,151.584
ORD,SJU,United Airlines,3/30/20,160,151.584
ORD,SRQ,United Airlines,3/24/20,76,69.6198
ORD,SRQ,United Airlines,3/25/20,76,69.6198
ORD,SRQ,United Airlines,3/26/20,76,69.6198
ORD,SRQ,United Airlines,3/27/20,76,69.6198
ORD,SRQ,United Airlines,3/28/20,76,69.6198
ORD,SRQ,United Airlines,3/29/20,76,69.6198
ORD,SRQ,United Airlines,3/30/20,76,69.6198
EWR,ALB,American Eagle Airlines (Envoy Air),3/26/20,50,41.6395
EWR,ALB,Skywest Airlines,3/26/20,50,41.6395
EWR,ALB,American Eagle Airlines (Envoy Air),3/26/20,50,41.6395
EWR,ALB,American Eagle Airlines (Envoy Air),3/27/20,50,41.6395
EWR,ALB,Skywest Airlines,3/27/20,50,41.6395
EWR,ALB,American Eagle Airlines (Envoy Air),3/27/20,50,41.6395
EWR,ALB,American Eagle Airlines (Envoy Air),3/28/20,50,41.6395
EWR,ALB,American Eagle Airlines (Envoy Air),3/28/20,76,63.29204
EWR,ALB,American Eagle Airlines (Envoy Air),3/29/20,50,41.6395
EWR,ALB,Skywest Airlines,3/29/20,50,41.6395
EWR,ALB,American Eagle Airlines (Envoy Air),3/29/20,50,41.6395
EWR,ALB,American Eagle Airlines (Envoy Air),3/30/20,50,41.6395
EWR,ALB,Skywest Airlines,3/30/20,50,41.6395
EWR,ALB,American Eagle Airlines (Envoy Air),3/30/20,50,41.6395
EWR,ALB,American Eagle Airlines (Envoy Air),3/31/20,50,41.6395
EWR,ALB,Skywest Airlines,3/31/20,50,41.6395
EWR,ALB,American Eagle Airlines (Envoy Air),3/31/20,50,41.6395
EWR,ATL,Delta Air Lines,3/26/20,179,154.0295
EWR,ATL,Delta Air Lines,3/26/20,126,108.423
EWR,ATL,Frontier Airlines,3/26/20,166,142.843
EWR,ATL,Commutair Aka Champlain Enterprises,3/26/20,70,60.235
EWR,ATL,Commutair Aka Champlain Enterprises,3/26/20,128,110.144
EWR,ATL,Commutair Aka Champlain Enterprises,3/26/20,126,108.423
EWR,ATL,Delta Air Lines,3/27/20,179,154.0295
EWR,ATL,Delta Air Lines,3/27/20,126,108.423
EWR,ATL,Frontier Airlines,3/27/20,166,142.843
EWR,ATL,Commutair Aka Champlain Enterprises,3/27/20,70,60.235
EWR,ATL,Commutair Aka Champlain Enterprises,3/27/20,128,110.144
EWR,ATL,Commutair Aka Champlain Enterprises,3/27/20,126,108.423
EWR,ATL,Delta Air Lines,3/28/20,179,154.0295
EWR,ATL,Delta Air Lines,3/28/20,76,65.398
EWR,ATL,Delta Air Lines,3/28/20,76,65.398
EWR,ATL,Commutair Aka Champlain Enterprises,3/28/20,70,60.235
EWR,ATL,ExpressJet Airlines (ASA),3/28/20,76,65.398
EWR,ATL,Delta Air Lines,3/29/20,179,154.0295
EWR,ATL,Delta Air Lines,3/29/20,126,108.423
EWR,ATL,Delta Air Lines,3/29/20,166,142.843
EWR,ATL,Commutair Aka Champlain Enterprises,3/29/20,70,60.235
EWR,ATL,Commutair Aka Champlain Enterprises,3/29/20,128,110.144
EWR,ATL,Delta Air Lines,3/29/20,150,129.075
EWR,ATL,Delta Air Lines,3/30/20,126,108.423
EWR,ATL,Delta Air Lines,3/30/20,126,108.423
EWR,ATL,Frontier Airlines,3/30/20,76,65.398
EWR,ATL,Commutair Aka Champlain Enterprises,3/30/20,70,60.235
EWR,ATL,Commutair Aka Champlain Enterprises,3/30/20,128,110.144
EWR,ATL,Delta Air Lines,3/30/20,150,129.075
EWR,ATL,Delta Air Lines,3/31/20,126,108.423
EWR,ATL,Delta Air Lines,3/31/20,126,108.423
EWR,ATL,Frontier Airlines,3/31/20,76,65.398
EWR,ATL,Commutair Aka Champlain Enterprises,3/31/20,70,60.235
EWR,ATL,Commutair Aka Champlain Enterprises,3/31/20,166,142.843
EWR,ATL,Delta Air Lines,3/31/20,150,129.075
EWR,AUS,United Airlines,3/26/20,150,128.3655
EWR,AUS,United Airlines,3/26/20,150,128.3655
EWR,AUS,Spirit Air Lines,3/26/20,128,109.53856
EWR,AUS,United Airlines,3/26/20,128,109.53856
EWR,AUS,United Airlines,3/27/20,150,128.3655
EWR,AUS,United Airlines,3/27/20,128,109.53856
EWR,AUS,Spirit Air Lines,3/27/20,128,109.53856
EWR,AUS,United Airlines,3/27/20,128,109.53856
EWR,AUS,United Airlines,3/28/20,128,109.53856
EWR,AUS,United Airlines,3/28/20,128,109.53856
EWR,AUS,Republic Airline,3/29/20,179,153.18283
EWR,AUS,Republic Airline,3/29/20,150,128.3655
EWR,AUS,United Airlines,3/29/20,126,107.82702
EWR,AUS,United Airlines,3/29/20,76,65.03852
EWR,AUS,United Airlines,3/30/20,166,142.05782
EWR,AUS,Republic Airline,3/30/20,150,128.3655
EWR,AUS,Republic Airline,3/30/20,150,128.3655
EWR,AUS,United Airlines,3/30/20,166,142.05782
EWR,AUS,United Airlines,3/31/20,166,142.05782
EWR,AUS,Republic Airline,3/31/20,126,107.82702
EWR,AUS,Republic Airline,3/31/20,150,128.3655
EWR,AUS,United Airlines,3/31/20,166,142.05782
EWR,BGR,United Airlines,3/26/20,50,43.321
EWR,BGR,United Airlines,3/27/20,50,43.321
EWR,BGR,United Airlines,3/28/20,76,65.84792
EWR,BGR,United Airlines,3/29/20,50,43.321
EWR,BGR,United Airlines,3/30/20,50,43.321
EWR,BGR,United Airlines,3/31/20,50,43.321
EWR,BNA,Commutair Aka Champlain Enterprises,3/26/20,70,54.0715
EWR,BNA,Commutair Aka Champlain Enterprises,3/26/20,150,115.8675
EWR,BNA,ExpressJet Airlines (ASA),3/26/20,76,58.7062
EWR,BNA,Commutair Aka Champlain Enterprises,3/27/20,70,54.0715
EWR,BNA,Commutair Aka Champlain Enterprises,3/27/20,150,115.8675
EWR,BNA,ExpressJet Airlines (ASA),3/27/20,76,58.7062
EWR,BNA,Commutair Aka Champlain Enterprises,3/28/20,70,54.0715
EWR,BNA,Commutair Aka Champlain Enterprises,3/28/20,76,58.7062
EWR,BNA,Commutair Aka Champlain Enterprises,3/28/20,150,115.8675
EWR,BNA,ExpressJet Airlines (ASA),3/28/20,76,58.7062
EWR,BNA,Allegiant Air,3/29/20,150,115.8675
EWR,BNA,Commutair Aka Champlain Enterprises,3/29/20,76,58.7062
EWR,BNA,Allegiant Air,3/29/20,128,98.8736
EWR,BNA,Commutair Aka Champlain Enterprises,3/30/20,166,128.2267
EWR,BNA,Commutair Aka Champlain Enterprises,3/30/20,76,58.7062
EWR,BNA,Allegiant Air,3/30/20,150,115.8675
EWR,BNA,Commutair Aka Champlain Enterprises,3/31/20,166,128.2267
EWR,BNA,Allegiant Air,3/31/20,150,115.8675
EWR,BOS,JetBlue Airways,3/26/20,166,133.94706
EWR,BOS,United Airlines,3/26/20,166,133.94706
EWR,BOS,United Airlines,3/26/20,166,133.94706
EWR,BOS,United Airlines,3/26/20,128,103.28448
EWR,BOS,United Airlines,3/26/20,150,121.0365
EWR,BOS,United Airlines,3/26/20,128,103.28448
EWR,BOS,United Airlines,3/26/20,166,133.94706
EWR,BOS,United Airlines,3/26/20,169,136.36779
EWR,BOS,United Airlines,3/26/20,179,144.43689
EWR,BOS,Air Wisconsin Airlines Corp,3/26/20,126,101.67066
EWR,BOS,JetBlue Airways,3/27/20,166,133.94706
EWR,BOS,United Airlines,3/27/20,150,121.0365
EWR,BOS,United Airlines,3/27/20,128,103.28448
EWR,BOS,United Airlines,3/27/20,150,121.0365
EWR,BOS,United Airlines,3/27/20,166,133.94706
EWR,BOS,United Airlines,3/27/20,169,136.36779
EWR,BOS,United Airlines,3/27/20,179,144.43689
EWR,BOS,Air Wisconsin Airlines Corp,3/27/20,126,101.67066
EWR,BOS,JetBlue Airways,3/28/20,126,101.67066
EWR,BOS,United Airlines,3/28/20,76,61.32516
EWR,BOS,United Airlines,3/28/20,166,133.94706
EWR,BOS,United Airlines,3/28/20,179,144.43689
EWR,BOS,United Airlines,3/28/20,166,133.94706
EWR,BOS,Republic Airline,3/28/20,128,103.28448
EWR,BOS,JetBlue Airways,3/28/20,76,61.32516
EWR,BOS,JetBlue Airways,3/29/20,166,133.94706
EWR,BOS,United Airlines,3/29/20,70,56.4837
EWR,BOS,United Airlines,3/29/20,166,133.94706
EWR,BOS,United Airlines,3/29/20,126,101.67066
EWR,BOS,United Airlines,3/29/20,179,144.43689
EWR,BOS,United Airlines,3/29/20,169,136.36779
EWR,BOS,JetBlue Airways,3/30/20,166,133.94706
EWR,BOS,United Airlines,3/30/20,166,133.94706
EWR,BOS,United Airlines,3/30/20,166,133.94706
EWR,BOS,United Airlines,3/30/20,150,121.0365
EWR,BOS,United Airlines,3/30/20,179,144.43689
EWR,BOS,United Airlines,3/30/20,166,133.94706
EWR,BOS,United Airlines,3/30/20,179,144.43689
EWR,BOS,United Airlines,3/30/20,179,144.43689
EWR,BOS,Republic Airline,3/30/20,169,136.36779
EWR,BOS,Air Wisconsin Airlines Corp,3/30/20,126,101.67066
EWR,BOS,JetBlue Airways,3/31/20,126,101.67066
EWR,BOS,United Airlines,3/31/20,166,133.94706
EWR,BOS,United Airlines,3/31/20,166,133.94706
EWR,BOS,United Airlines,3/31/20,150,121.0365
EWR,BOS,United Airlines,3/31/20,179,144.43689
EWR,BOS,United Airlines,3/31/20,166,133.94706
EWR,BOS,United Airlines,3/31/20,179,144.43689
EWR,BOS,United Airlines,3/31/20,179,144.43689
EWR,BOS,Republic Airline,3/31/20,169,136.36779
EWR,BOS,JetBlue Airways,3/31/20,126,101.67066
EWR,BTV,Republic Airline,3/26/20,50,43.716
EWR,BTV,Republic Airline,3/26/20,50,43.716
EWR,BTV,Republic Airline,3/26/20,50,43.716
EWR,BTV,Republic Airline,3/27/20,50,43.716
EWR,BTV,Republic Airline,3/27/20,50,43.716
EWR,BTV,Republic Airline,3/27/20,50,43.716
EWR,BTV,Republic Airline,3/28/20,50,43.716
EWR,BTV,Republic Airline,3/28/20,50,43.716
EWR,BTV,Republic Airline,3/28/20,50,43.716
EWR,BTV,Republic Airline,3/29/20,50,43.716
EWR,BTV,Republic Airline,3/30/20,50,43.716
EWR,BTV,Republic Airline,3/31/20,50,43.716
EWR,BUF,United Airlines,3/26/20,50,36.7045
EWR,BUF,ExpressJet Airlines (ASA),3/26/20,50,36.7045
EWR,BUF,United Airlines,3/27/20,50,36.7045
EWR,BUF,ExpressJet Airlines (ASA),3/27/20,50,36.7045
EWR,BUF,Commutair Aka Champlain Enterprises,3/28/20,50,36.7045
EWR,BUF,ExpressJet Airlines (ASA),3/28/20,50,36.7045
EWR,BUF,ExpressJet Airlines (ASA),3/29/20,70,51.3863
EWR,BUF,ExpressJet Airlines (ASA),3/29/20,50,36.7045
EWR,BUF,ExpressJet Airlines (ASA),3/30/20,70,51.3863
EWR,BUF,ExpressJet Airlines (ASA),3/30/20,50,36.7045
EWR,BUF,ExpressJet Airlines (ASA),3/31/20,70,51.3863
EWR,BUF,ExpressJet Airlines (ASA),3/31/20,50,36.7045
EWR,BZN,Commutair Aka Champlain Enterprises,3/26/20,128,95.3536
EWR,BZN,Commutair Aka Champlain Enterprises,3/27/20,128,95.3536
EWR,BZN,Commutair Aka Champlain Enterprises,3/28/20,150,111.7425
EWR,CAK,Commutair Aka Champlain Enterprises,3/26/20,50,34.5555
EWR,CAK,Commutair Aka Champlain Enterprises,3/27/20,50,34.5555
EWR,CAK,Commutair Aka Champlain Enterprises,3/29/20,50,34.5555
EWR,CAK,Commutair Aka Champlain Enterprises,3/30/20,50,34.5555
EWR,CAK,Commutair Aka Champlain Enterprises,3/31/20,50,34.5555
EWR,CHS,Commutair Aka Champlain Enterprises,3/26/20,76,66.35028
EWR,CHS,ExpressJet Airlines (ASA),3/26/20,179,156.27237
EWR,CHS,Republic Airline,3/26/20,50,43.6515
EWR,CHS,Commutair Aka Champlain Enterprises,3/27/20,76,66.35028
EWR,CHS,ExpressJet Airlines (ASA),3/27/20,179,156.27237
EWR,CHS,Republic Airline,3/27/20,50,43.6515
EWR,CHS,ExpressJet Airlines (ASA),3/28/20,50,43.6515
EWR,CHS,Commutair Aka Champlain Enterprises,3/28/20,50,43.6515
EWR,CHS,ExpressJet Airlines (ASA),3/28/20,179,156.27237
EWR,CHS,Republic Airline,3/28/20,50,43.6515
EWR,CHS,United Airlines,3/29/20,166,144.92298
EWR,CHS,ExpressJet Airlines (ASA),3/29/20,50,43.6515
EWR,CHS,Commutair Aka Champlain Enterprises,3/29/20,179,156.27237
EWR,CHS,ExpressJet Airlines (ASA),3/29/20,179,156.27237
EWR,CHS,Republic Airline,3/29/20,50,43.6515
EWR,CHS,United Airlines,3/30/20,166,144.92298
EWR,CHS,ExpressJet Airlines (ASA),3/30/20,50,43.6515
EWR,CHS,Commutair Aka Champlain Enterprises,3/30/20,179,156.27237
EWR,CHS,ExpressJet Airlines (ASA),3/30/20,179,156.27237
EWR,CHS,Republic Airline,3/30/20,50,43.6515
EWR,CHS,United Airlines,3/31/20,166,144.92298
EWR,CHS,ExpressJet Airlines (ASA),3/31/20,50,43.6515
EWR,CHS,Commutair Aka Champlain Enterprises,3/31/20,179,156.27237
EWR,CHS,ExpressJet Airlines (ASA),3/31/20,179,156.27237
EWR,CHS,Republic Airline,3/31/20,50,43.6515
EWR,CLE,Republic Airline,3/26/20,166,126.36252
EWR,CLE,Republic Airline,3/26/20,126,95.91372
EWR,CLE,Republic Airline,3/26/20,126,95.91372
EWR,CLE,ExpressJet Airlines (ASA),3/26/20,50,38.061
EWR,CLE,Republic Airline,3/27/20,166,126.36252
EWR,CLE,Republic Airline,3/27/20,126,95.91372
EWR,CLE,Republic Airline,3/27/20,126,95.91372
EWR,CLE,ExpressJet Airlines (ASA),3/27/20,50,38.061
EWR,CLE,Republic Airline,3/28/20,166,126.36252
EWR,CLE,Commutair Aka Champlain Enterprises,3/28/20,126,95.91372
EWR,CLE,United Airlines,3/29/20,50,38.061
EWR,CLE,United Airlines,3/29/20,126,95.91372
EWR,CLE,Republic Airline,3/29/20,166,126.36252
EWR,CLE,Commutair Aka Champlain Enterprises,3/29/20,126,95.91372
EWR,CLE,Commutair Aka Champlain Enterprises,3/29/20,50,38.061
EWR,CLE,United Airlines,3/30/20,50,38.061
EWR,CLE,United Airlines,3/30/20,126,95.91372
EWR,CLE,Republic Airline,3/30/20,166,126.36252
EWR,CLE,Commutair Aka Champlain Enterprises,3/30/20,126,95.91372
EWR,CLE,Commutair Aka Champlain Enterprises,3/30/20,50,38.061
EWR,CLE,United Airlines,3/31/20,50,38.061
EWR,CLE,United Airlines,3/31/20,126,95.91372
EWR,CLE,Republic Airline,3/31/20,166,126.36252
EWR,CLE,Commutair Aka Champlain Enterprises,3/31/20,126,95.91372
EWR,CLE,Commutair Aka Champlain Enterprises,3/31/20,50,38.061
EWR,CLT,United Airlines,3/26/20,70,60.5773
EWR,CLT,American Airlines,3/26/20,76,65.76964
EWR,CLT,American Airlines,3/26/20,70,60.5773
EWR,CLT,United Airlines,3/26/20,70,60.5773
EWR,CLT,United Airlines,3/27/20,70,60.5773
EWR,CLT,American Airlines,3/27/20,76,65.76964
EWR,CLT,American Airlines,3/27/20,70,60.5773
EWR,CLT,United Airlines,3/27/20,70,60.5773
EWR,CLT,United Airlines,3/28/20,76,65.76964
EWR,CLT,American Airlines,3/28/20,70,60.5773
EWR,CLT,United Airlines,3/28/20,76,65.76964
EWR,CLT,United Airlines,3/29/20,70,60.5773
EWR,CLT,American Airlines,3/29/20,70,60.5773
EWR,CLT,American Airlines,3/29/20,76,65.76964
EWR,CLT,United Airlines,3/30/20,70,60.5773
EWR,CLT,American Airlines,3/30/20,70,60.5773
EWR,CLT,American Airlines,3/30/20,76,65.76964
EWR,CLT,United Airlines,3/30/20,70,60.5773
EWR,CLT,United Airlines,3/31/20,70,60.5773
EWR,CLT,American Airlines,3/31/20,70,60.5773
EWR,CLT,American Airlines,3/31/20,76,65.76964
EWR,CLT,United Airlines,3/31/20,70,60.5773
EWR,CMH,Republic Airline,3/26/20,50,42.86
EWR,CMH,Republic Airline,3/26/20,50,42.86
EWR,CMH,Republic Airline,3/26/20,50,42.86
EWR,CMH,Commutair Aka Champlain Enterprises,3/26/20,50,42.86
EWR,CMH,Commutair Aka Champlain Enterprises,3/26/20,76,65.1472
EWR,CMH,Republic Airline,3/26/20,76,65.1472
EWR,CMH,Republic Airline,3/27/20,50,42.86
EWR,CMH,Republic Airline,3/27/20,50,42.86
EWR,CMH,Republic Airline,3/27/20,50,42.86
EWR,CMH,Commutair Aka Champlain Enterprises,3/27/20,50,42.86
EWR,CMH,Commutair Aka Champlain Enterprises,3/27/20,76,65.1472
EWR,CMH,Republic Airline,3/27/20,76,65.1472
EWR,CMH,Republic Airline,3/28/20,70,60.004
EWR,CMH,Republic Airline,3/28/20,50,42.86
EWR,CMH,Republic Airline,3/28/20,50,42.86
EWR,CMH,Commutair Aka Champlain Enterprises,3/28/20,76,65.1472
EWR,CMH,Republic Airline,3/28/20,70,60.004
EWR,CMH,Republic Airline,3/29/20,50,42.86
EWR,CMH,Republic Airline,3/29/20,50,42.86
EWR,CMH,Commutair Aka Champlain Enterprises,3/29/20,50,42.86
EWR,CMH,Commutair Aka Champlain Enterprises,3/29/20,76,65.1472
EWR,CMH,United Airlines,3/29/20,76,65.1472
EWR,CMH,Republic Airline,3/29/20,50,42.86
EWR,CMH,Republic Airline,3/30/20,50,42.86
EWR,CMH,Republic Airline,3/30/20,50,42.86
EWR,CMH,Republic Airline,3/30/20,50,42.86
EWR,CMH,Commutair Aka Champlain Enterprises,3/30/20,50,42.86
EWR,CMH,Commutair Aka Champlain Enterprises,3/30/20,76,65.1472
EWR,CMH,United Airlines,3/30/20,76,65.1472
EWR,CMH,Republic Airline,3/31/20,50,42.86
EWR,CMH,Republic Airline,3/31/20,50,42.86
EWR,CMH,Republic Airline,3/31/20,50,42.86
EWR,CMH,Commutair Aka Champlain Enterprises,3/31/20,50,42.86
EWR,CMH,Commutair Aka Champlain Enterprises,3/31/20,76,65.1472
EWR,CMH,Republic Airline,3/31/20,76,65.1472
EWR,CVG,Republic Airline,3/26/20,50,36.4605
EWR,CVG,Endeavor Air,3/26/20,50,36.4605
EWR,CVG,ExpressJet Airlines (ASA),3/26/20,50,36.4605
EWR,CVG,Republic Airline,3/27/20,50,36.4605
EWR,CVG,Endeavor Air,3/27/20,50,36.4605
EWR,CVG,ExpressJet Airlines (ASA),3/27/20,50,36.4605
EWR,CVG,Endeavor Air,3/28/20,50,36.4605
EWR,CVG,ExpressJet Airlines (ASA),3/28/20,50,36.4605
EWR,CVG,Republic Airline,3/29/20,50,36.4605
EWR,CVG,Endeavor Air,3/29/20,50,36.4605
EWR,CVG,Endeavor Air,3/29/20,50,36.4605
EWR,CVG,GoJet Airlines,3/29/20,50,36.4605
EWR,CVG,Republic Airline,3/30/20,50,36.4605
EWR,CVG,Endeavor Air,3/30/20,50,36.4605
EWR,CVG,Endeavor Air,3/30/20,50,36.4605
EWR,CVG,GoJet Airlines,3/30/20,50,36.4605
EWR,CVG,Republic Airline,3/31/20,50,36.4605
EWR,CVG,Endeavor Air,3/31/20,50,36.4605
EWR,CVG,Endeavor Air,3/31/20,50,36.4605
EWR,CVG,GoJet Airlines,3/31/20,50,36.4605
EWR,DCA,GoJet Airlines,3/26/20,50,38.975
EWR,DCA,Republic Airline,3/26/20,50,38.975
EWR,DCA,Commutair Aka Champlain Enterprises,3/26/20,76,59.242
EWR,DCA,ExpressJet Airlines (ASA),3/26/20,50,38.975
EWR,DCA,Allegiant Air,3/26/20,76,59.242
EWR,DCA,GoJet Airlines,3/27/20,50,38.975
EWR,DCA,Republic Airline,3/27/20,50,38.975
EWR,DCA,Commutair Aka Champlain Enterprises,3/27/20,76,59.242
EWR,DCA,ExpressJet Airlines (ASA),3/27/20,50,38.975
EWR,DCA,Allegiant Air,3/27/20,76,59.242
EWR,DCA,Republic Airline,3/28/20,50,38.975
EWR,DCA,Commutair Aka Champlain Enterprises,3/28/20,70,54.565
EWR,DCA,ExpressJet Airlines (ASA),3/28/20,50,38.975
EWR,DCA,Allegiant Air,3/28/20,70,54.565
EWR,DCA,GoJet Airlines,3/29/20,50,38.975
EWR,DCA,GoJet Airlines,3/29/20,50,38.975
EWR,DCA,GoJet Airlines,3/29/20,50,38.975
EWR,DCA,Republic Airline,3/29/20,50,38.975
EWR,DCA,Trans States Airlines (New code),3/29/20,50,38.975
EWR,DCA,Commutair Aka Champlain Enterprises,3/29/20,76,59.242
EWR,DCA,ExpressJet Airlines (ASA),3/29/20,50,38.975
EWR,DCA,ExpressJet Airlines (ASA),3/29/20,50,38.975
EWR,DCA,ExpressJet Airlines (ASA),3/29/20,50,38.975
EWR,DCA,Commutair Aka Champlain Enterprises,3/29/20,70,54.565
EWR,DCA,ExpressJet Airlines (ASA),3/29/20,50,38.975
EWR,DCA,Allegiant Air,3/29/20,76,59.242
EWR,DCA,Allegiant Air,3/29/20,50,38.975
EWR,DCA,GoJet Airlines,3/30/20,50,38.975
EWR,DCA,GoJet Airlines,3/30/20,50,38.975
EWR,DCA,GoJet Airlines,3/30/20,50,38.975
EWR,DCA,Republic Airline,3/30/20,50,38.975
EWR,DCA,Trans States Airlines (New code),3/30/20,50,38.975
EWR,DCA,Commutair Aka Champlain Enterprises,3/30/20,76,59.242
EWR,DCA,ExpressJet Airlines (ASA),3/30/20,50,38.975
EWR,DCA,ExpressJet Airlines (ASA),3/30/20,50,38.975
EWR,DCA,ExpressJet Airlines (ASA),3/30/20,50,38.975
EWR,DCA,Commutair Aka Champlain Enterprises,3/30/20,70,54.565
EWR,DCA,ExpressJet Airlines (ASA),3/30/20,50,38.975
EWR,DCA,Allegiant Air,3/30/20,76,59.242
EWR,DCA,Allegiant Air,3/30/20,50,38.975
EWR,DCA,GoJet Airlines,3/31/20,50,38.975
EWR,DCA,GoJet Airlines,3/31/20,50,38.975
EWR,DCA,GoJet Airlines,3/31/20,50,38.975
EWR,DCA,GoJet Airlines,3/31/20,50,38.975
EWR,DCA,Trans States Airlines (New code),3/31/20,50,38.975
EWR,DCA,Commutair Aka Champlain Enterprises,3/31/20,76,59.242
EWR,DCA,ExpressJet Airlines (ASA),3/31/20,50,38.975
EWR,DCA,ExpressJet Airlines (ASA),3/31/20,50,38.975
EWR,DCA,Commutair Aka Champlain Enterprises,3/31/20,70,54.565
EWR,DCA,ExpressJet Airlines (ASA),3/31/20,50,38.975
EWR,DCA,Allegiant Air,3/31/20,76,59.242
EWR,DCA,GoJet Airlines,3/31/20,50,38.975
EWR,DEN,Republic Airline,3/26/20,169,142.98752
EWR,DEN,Republic Airline,3/26/20,166,140.44928
EWR,DEN,Republic Airline,3/26/20,179,151.44832
EWR,DEN,United Airlines,3/26/20,179,151.44832
EWR,DEN,United Airlines,3/26/20,169,142.98752
EWR,DEN,GoJet Airlines,3/26/20,128,108.29824
EWR,DEN,GoJet Airlines,3/26/20,169,142.98752
EWR,DEN,Republic Airline,3/27/20,169,142.98752
EWR,DEN,Republic Airline,3/27/20,128,108.29824
EWR,DEN,Republic Airline,3/27/20,179,151.44832
EWR,DEN,United Airlines,3/27/20,179,151.44832
EWR,DEN,United Airlines,3/27/20,169,142.98752
EWR,DEN,United Airlines,3/27/20,166,140.44928
EWR,DEN,GoJet Airlines,3/27/20,128,108.29824
EWR,DEN,GoJet Airlines,3/27/20,169,142.98752
EWR,DEN,Republic Airline,3/28/20,169,142.98752
EWR,DEN,Republic Airline,3/28/20,179,151.44832
EWR,DEN,Republic Airline,3/28/20,150,126.912
EWR,DEN,United Airlines,3/28/20,179,151.44832
EWR,DEN,United Airlines,3/28/20,179,151.44832
EWR,DEN,GoJet Airlines,3/28/20,169,142.98752
EWR,DEN,Republic Airline,3/29/20,179,151.44832
EWR,DEN,Republic Airline,3/29/20,179,151.44832
EWR,DEN,Republic Airline,3/29/20,364,307.97312
EWR,DEN,United Airlines,3/29/20,179,151.44832
EWR,DEN,United Airlines,3/29/20,166,140.44928
EWR,DEN,United Airlines,3/29/20,166,140.44928
EWR,DEN,GoJet Airlines,3/29/20,169,142.98752
EWR,DEN,GoJet Airlines,3/29/20,179,151.44832
EWR,DEN,Republic Airline,3/30/20,179,151.44832
EWR,DEN,Republic Airline,3/30/20,179,151.44832
EWR,DEN,Republic Airline,3/30/20,364,307.97312
EWR,DEN,United Airlines,3/30/20,179,151.44832
EWR,DEN,United Airlines,3/30/20,166,140.44928
EWR,DEN,GoJet Airlines,3/30/20,169,142.98752
EWR,DEN,GoJet Airlines,3/30/20,150,126.912
EWR,DEN,Republic Airline,3/31/20,169,142.98752
EWR,DEN,Republic Airline,3/31/20,179,151.44832
EWR,DEN,Republic Airline,3/31/20,364,307.97312
EWR,DEN,United Airlines,3/31/20,179,151.44832
EWR,DEN,United Airlines,3/31/20,166,140.44928
EWR,DEN,GoJet Airlines,3/31/20,169,142.98752
EWR,DEN,GoJet Airlines,3/31/20,150,126.912
EWR,DFW,United Airlines,3/26/20,76,64.24128
EWR,DFW,United Airlines,3/26/20,150,126.792
EWR,DFW,American Airlines,3/26/20,76,64.24128
EWR,DFW,American Airlines,3/26/20,150,126.792
EWR,DFW,United Airlines,3/26/20,70,59.1696
EWR,DFW,United Airlines,3/27/20,76,64.24128
EWR,DFW,United Airlines,3/27/20,150,126.792
EWR,DFW,American Airlines,3/27/20,76,64.24128
EWR,DFW,American Airlines,3/27/20,150,126.792
EWR,DFW,United Airlines,3/27/20,70,59.1696
EWR,DFW,United Airlines,3/28/20,76,64.24128
EWR,DFW,American Airlines,3/28/20,76,64.24128
EWR,DFW,United Airlines,3/28/20,70,59.1696
EWR,DFW,United Airlines,3/29/20,76,64.24128
EWR,DFW,United Airlines,3/29/20,150,126.792
EWR,DFW,United Airlines,3/29/20,150,126.792
EWR,DFW,American Airlines,3/29/20,126,106.50528
EWR,DFW,United Airlines,3/29/20,70,59.1696
EWR,DFW,United Airlines,3/29/20,70,59.1696
